Distances between estimated and original density matrices using various distances:

Number of purity values tried = 2000
Number of density matrices per purity parameter = 500
Total number of measurements for each of X, Y and Z = 500

PURITY, 	OPERATOR, 	TRACE, 		FIDELITY, 	NON PHYSICAL
0.04300,	0.83309,	0.91454, 	1.07647, 	0.00000
0.04350,	0.83334,	0.91530, 	1.07772, 	0.01000
0.04400,	0.83262,	0.91341, 	1.07689, 	0.00600
0.04450,	0.83123,	0.91259, 	1.07394, 	0.01000
0.04500,	0.83014,	0.91153, 	1.07279, 	0.00800
0.04550,	0.82779,	0.90965, 	1.06809, 	0.00400
0.04600,	0.82847,	0.90986, 	1.06887, 	0.00000
0.04650,	0.82857,	0.90953, 	1.06982, 	0.00400
0.04700,	0.82697,	0.90746, 	1.06779, 	0.01000
0.04750,	0.82674,	0.90730, 	1.06768, 	0.00200
0.04800,	0.82416,	0.90564, 	1.06215, 	0.00400
0.04850,	0.82353,	0.90375, 	1.06210, 	0.00000
0.04900,	0.82411,	0.90508, 	1.06271, 	0.00000
0.04950,	0.82301,	0.90364, 	1.06164, 	0.00600
0.05000,	0.82134,	0.90154, 	1.05871, 	0.00200
0.05050,	0.81760,	0.89757, 	1.05271, 	0.00000
0.05100,	0.81802,	0.89818, 	1.05361, 	0.00200
0.05150,	0.81768,	0.89756, 	1.05281, 	0.00000
0.05200,	0.81585,	0.89584, 	1.04977, 	0.00000
0.05250,	0.81363,	0.89284, 	1.04673, 	0.00200
0.05300,	0.81738,	0.89688, 	1.05280, 	0.00400
0.05350,	0.81513,	0.89408, 	1.04975, 	0.00000
0.05400,	0.81108,	0.88979, 	1.04400, 	0.00000
0.05450,	0.81234,	0.89124, 	1.04514, 	0.00000
0.05500,	0.81108,	0.88927, 	1.04392, 	0.00000
0.05550,	0.80986,	0.88859, 	1.04202, 	0.00000
0.05600,	0.80621,	0.88463, 	1.03586, 	0.00000
0.05650,	0.80659,	0.88475, 	1.03711, 	0.00200
0.05700,	0.80535,	0.88316, 	1.03525, 	0.00200
0.05750,	0.80509,	0.88320, 	1.03472, 	0.00200
0.05800,	0.80113,	0.87826, 	1.02879, 	0.00000
0.05850,	0.80361,	0.88150, 	1.03280, 	0.00200
0.05900,	0.79929,	0.87736, 	1.02531, 	0.00000
0.05950,	0.80006,	0.87755, 	1.02709, 	0.00200
0.06000,	0.80080,	0.87808, 	1.02834, 	0.00000
0.06050,	0.79764,	0.87460, 	1.02402, 	0.00000
0.06100,	0.79746,	0.87494, 	1.02357, 	0.00000
0.06150,	0.79675,	0.87324, 	1.02330, 	0.00000
0.06200,	0.79405,	0.86999, 	1.01921, 	0.00000
0.06250,	0.79219,	0.86762, 	1.01675, 	0.00200
0.06300,	0.79650,	0.87391, 	1.02187, 	0.00000
0.06350,	0.79122,	0.86772, 	1.01437, 	0.00200
0.06400,	0.78821,	0.86509, 	1.00983, 	0.00000
0.06450,	0.78880,	0.86495, 	1.01135, 	0.00000
0.06500,	0.78828,	0.86425, 	1.01064, 	0.00000
0.06550,	0.78673,	0.86287, 	1.00832, 	0.00000
0.06600,	0.78293,	0.85883, 	1.00247, 	0.00000
0.06650,	0.78760,	0.86300, 	1.01004, 	0.00000
0.06700,	0.78456,	0.86053, 	1.00515, 	0.00000
0.06750,	0.78222,	0.85724, 	1.00231, 	0.00000
0.06800,	0.78159,	0.85694, 	1.00124, 	0.00000
0.06850,	0.78331,	0.85770, 	1.00452, 	0.00200
0.06900,	0.78128,	0.85658, 	1.00089, 	0.00000
0.06950,	0.77874,	0.85349, 	0.99758, 	0.00000
0.07000,	0.77766,	0.85331, 	0.99512, 	0.00000
0.07050,	0.77717,	0.85238, 	0.99507, 	0.00000
0.07100,	0.77634,	0.85080, 	0.99477, 	0.00000
0.07150,	0.77347,	0.84793, 	0.98993, 	0.00000
0.07200,	0.77261,	0.84604, 	0.98962, 	0.00000
0.07250,	0.77196,	0.84624, 	0.98827, 	0.00000
0.07300,	0.77130,	0.84552, 	0.98726, 	0.00000
0.07350,	0.77398,	0.84786, 	0.99181, 	0.00000
0.07400,	0.76927,	0.84306, 	0.98422, 	0.00000
0.07450,	0.76880,	0.84229, 	0.98452, 	0.00000
0.07500,	0.76610,	0.84007, 	0.97982, 	0.00000
0.07550,	0.76744,	0.84082, 	0.98222, 	0.00000
0.07600,	0.76754,	0.84024, 	0.98310, 	0.00000
0.07650,	0.76699,	0.83964, 	0.98242, 	0.00000
0.07700,	0.76398,	0.83642, 	0.97807, 	0.00000
0.07750,	0.76321,	0.83591, 	0.97712, 	0.00000
0.07800,	0.76267,	0.83506, 	0.97620, 	0.00000
0.07850,	0.76011,	0.83291, 	0.97236, 	0.00000
0.07900,	0.76028,	0.83319, 	0.97302, 	0.00000
0.07950,	0.76056,	0.83250, 	0.97384, 	0.00000
0.08000,	0.75562,	0.82778, 	0.96645, 	0.00000
0.08050,	0.75392,	0.82606, 	0.96406, 	0.00000
0.08100,	0.75652,	0.82845, 	0.96832, 	0.00000
0.08150,	0.75462,	0.82653, 	0.96548, 	0.00000
0.08200,	0.75350,	0.82529, 	0.96376, 	0.00000
0.08250,	0.75102,	0.82171, 	0.96109, 	0.00000
0.08300,	0.74993,	0.82060, 	0.95953, 	0.00000
0.08350,	0.74871,	0.81941, 	0.95804, 	0.00000
0.08400,	0.74737,	0.81794, 	0.95623, 	0.00000
0.08450,	0.74641,	0.81716, 	0.95497, 	0.00000
0.08500,	0.74664,	0.81784, 	0.95482, 	0.00000
0.08550,	0.74395,	0.81496, 	0.95121, 	0.00000
0.08600,	0.74517,	0.81557, 	0.95367, 	0.00000
0.08650,	0.74459,	0.81492, 	0.95258, 	0.00000
0.08700,	0.74269,	0.81269, 	0.95028, 	0.00000
0.08750,	0.74316,	0.81303, 	0.95116, 	0.00000
0.08800,	0.74051,	0.81022, 	0.94772, 	0.00000
0.08850,	0.74261,	0.81225, 	0.95073, 	0.00000
0.08900,	0.74054,	0.81049, 	0.94789, 	0.00000
0.08950,	0.73831,	0.80733, 	0.94548, 	0.00000
0.09000,	0.73691,	0.80620, 	0.94311, 	0.00000
0.09050,	0.73593,	0.80563, 	0.94141, 	0.00000
0.09100,	0.73721,	0.80630, 	0.94397, 	0.00000
0.09150,	0.73574,	0.80444, 	0.94211, 	0.00000
0.09200,	0.73365,	0.80273, 	0.93926, 	0.00000
0.09250,	0.73031,	0.79916, 	0.93438, 	0.00000
0.09300,	0.73058,	0.79932, 	0.93513, 	0.00000
0.09350,	0.73188,	0.80042, 	0.93697, 	0.00000
0.09400,	0.72618,	0.79426, 	0.92961, 	0.00000
0.09450,	0.72818,	0.79729, 	0.93177, 	0.00000
0.09500,	0.72595,	0.79410, 	0.92913, 	0.00000
0.09550,	0.72421,	0.79253, 	0.92674, 	0.00000
0.09600,	0.72487,	0.79282, 	0.92811, 	0.00000
0.09650,	0.72300,	0.79111, 	0.92530, 	0.00000
0.09700,	0.72148,	0.78915, 	0.92393, 	0.00000
0.09750,	0.71926,	0.78736, 	0.92032, 	0.00000
0.09800,	0.71933,	0.78732, 	0.92053, 	0.00000
0.09850,	0.71881,	0.78663, 	0.92027, 	0.00000
0.09900,	0.71809,	0.78603, 	0.91900, 	0.00000
0.09950,	0.71737,	0.78444, 	0.91929, 	0.00000
0.10000,	0.71313,	0.78060, 	0.91260, 	0.00000
0.10050,	0.71550,	0.78305, 	0.91610, 	0.00000
0.10100,	0.71360,	0.78098, 	0.91356, 	0.00000
0.10150,	0.71324,	0.77952, 	0.91415, 	0.00000
0.10200,	0.71216,	0.77877, 	0.91242, 	0.00000
0.10250,	0.70891,	0.77552, 	0.90814, 	0.00000
0.10300,	0.71241,	0.77853, 	0.91342, 	0.00000
0.10350,	0.71029,	0.77653, 	0.91028, 	0.00000
0.10400,	0.70727,	0.77370, 	0.90625, 	0.00000
0.10450,	0.70696,	0.77354, 	0.90558, 	0.00000
0.10500,	0.70389,	0.76964, 	0.90220, 	0.00000
0.10550,	0.70580,	0.77187, 	0.90459, 	0.00000
0.10600,	0.70563,	0.77085, 	0.90516, 	0.00000
0.10650,	0.70185,	0.76730, 	0.89991, 	0.00000
0.10700,	0.70116,	0.76651, 	0.89901, 	0.00000
0.10750,	0.70103,	0.76676, 	0.89891, 	0.00000
0.10800,	0.69983,	0.76476, 	0.89791, 	0.00000
0.10850,	0.69737,	0.76260, 	0.89447, 	0.00000
0.10900,	0.69760,	0.76243, 	0.89512, 	0.00000
0.10950,	0.69879,	0.76335, 	0.89705, 	0.00000
0.11000,	0.69645,	0.76080, 	0.89411, 	0.00000
0.11050,	0.69349,	0.75802, 	0.88994, 	0.00000
0.11100,	0.69557,	0.76003, 	0.89294, 	0.00000
0.11150,	0.69236,	0.75686, 	0.88872, 	0.00000
0.11200,	0.69240,	0.75688, 	0.88884, 	0.00000
0.11250,	0.68885,	0.75280, 	0.88453, 	0.00000
0.11300,	0.68986,	0.75340, 	0.88641, 	0.00000
0.11350,	0.68896,	0.75356, 	0.88420, 	0.00000
0.11400,	0.68928,	0.75250, 	0.88594, 	0.00000
0.11450,	0.68476,	0.74848, 	0.87960, 	0.00000
0.11500,	0.68851,	0.75179, 	0.88510, 	0.00000
0.11550,	0.68646,	0.74965, 	0.88237, 	0.00000
0.11600,	0.68238,	0.74621, 	0.87646, 	0.00000
0.11650,	0.68345,	0.74691, 	0.87833, 	0.00000
0.11700,	0.68383,	0.74660, 	0.87958, 	0.00000
0.11750,	0.68072,	0.74309, 	0.87580, 	0.00000
0.11800,	0.68092,	0.74398, 	0.87542, 	0.00000
0.11850,	0.67763,	0.74015, 	0.87162, 	0.00000
0.11900,	0.67646,	0.73923, 	0.86998, 	0.00000
0.11950,	0.67778,	0.73962, 	0.87283, 	0.00000
0.12000,	0.67879,	0.74131, 	0.87342, 	0.00000
0.12050,	0.67677,	0.73938, 	0.87088, 	0.00000
0.12100,	0.67366,	0.73500, 	0.86778, 	0.00000
0.12150,	0.67198,	0.73472, 	0.86445, 	0.00000
0.12200,	0.67400,	0.73519, 	0.86859, 	0.00000
0.12250,	0.67229,	0.73356, 	0.86643, 	0.00000
0.12300,	0.66923,	0.73006, 	0.86281, 	0.00000
0.12350,	0.66797,	0.72957, 	0.86043, 	0.00000
0.12400,	0.66883,	0.73036, 	0.86189, 	0.00000
0.12450,	0.67028,	0.73109, 	0.86450, 	0.00000
0.12500,	0.66827,	0.72901, 	0.86212, 	0.00000
0.12550,	0.66342,	0.72557, 	0.85438, 	0.00000
0.12600,	0.66317,	0.72452, 	0.85466, 	0.00000
0.12650,	0.66175,	0.72183, 	0.85415, 	0.00000
0.12700,	0.65957,	0.72046, 	0.85063, 	0.00000
0.12750,	0.65983,	0.72067, 	0.85098, 	0.00000
0.12800,	0.65761,	0.71844, 	0.84829, 	0.00000
0.12850,	0.65918,	0.71859, 	0.85167, 	0.00000
0.12900,	0.66021,	0.71995, 	0.85299, 	0.00000
0.12950,	0.65953,	0.71962, 	0.85167, 	0.00000
0.13000,	0.65589,	0.71568, 	0.84743, 	0.00000
0.13050,	0.65484,	0.71408, 	0.84653, 	0.00000
0.13100,	0.65464,	0.71464, 	0.84562, 	0.00000
0.13150,	0.65256,	0.71192, 	0.84361, 	0.00000
0.13200,	0.65183,	0.71109, 	0.84283, 	0.00000
0.13250,	0.65198,	0.71090, 	0.84346, 	0.00000
0.13300,	0.64913,	0.70779, 	0.83998, 	0.00000
0.13350,	0.64857,	0.70747, 	0.83924, 	0.00000
0.13400,	0.64923,	0.70826, 	0.83996, 	0.00000
0.13450,	0.64975,	0.70818, 	0.84116, 	0.00000
0.13500,	0.64427,	0.70361, 	0.83343, 	0.00000
0.13550,	0.64679,	0.70555, 	0.83729, 	0.00000
0.13600,	0.64355,	0.70226, 	0.83329, 	0.00000
0.13650,	0.64377,	0.70199, 	0.83409, 	0.00000
0.13700,	0.64344,	0.70152, 	0.83378, 	0.00000
0.13750,	0.64322,	0.70110, 	0.83387, 	0.00000
0.13800,	0.63659,	0.69555, 	0.82435, 	0.00000
0.13850,	0.63688,	0.69473, 	0.82575, 	0.00000
0.13900,	0.63770,	0.69521, 	0.82734, 	0.00000
0.13950,	0.63640,	0.69467, 	0.82489, 	0.00000
0.14000,	0.63569,	0.69324, 	0.82475, 	0.00000
0.14050,	0.63377,	0.69125, 	0.82245, 	0.00000
0.14100,	0.63310,	0.69074, 	0.82158, 	0.00000
0.14150,	0.63553,	0.69262, 	0.82539, 	0.00000
0.14200,	0.62992,	0.68742, 	0.81776, 	0.00000
0.14250,	0.63299,	0.68978, 	0.82232, 	0.00000
0.14300,	0.62865,	0.68569, 	0.81675, 	0.00000
0.14350,	0.63071,	0.68713, 	0.82002, 	0.00000
0.14400,	0.62688,	0.68326, 	0.81545, 	0.00000
0.14450,	0.62521,	0.68194, 	0.81298, 	0.00000
0.14500,	0.62795,	0.68388, 	0.81720, 	0.00000
0.14550,	0.62544,	0.68175, 	0.81375, 	0.00000
0.14600,	0.62454,	0.68118, 	0.81242, 	0.00000
0.14650,	0.62425,	0.68049, 	0.81244, 	0.00000
0.14700,	0.62292,	0.67906, 	0.81084, 	0.00000
0.14750,	0.62130,	0.67712, 	0.80932, 	0.00000
0.14800,	0.62268,	0.67834, 	0.81134, 	0.00000
0.14850,	0.61932,	0.67467, 	0.80732, 	0.00000
0.14900,	0.61633,	0.67214, 	0.80313, 	0.00000
0.14950,	0.61579,	0.67121, 	0.80293, 	0.00000
0.15000,	0.61656,	0.67261, 	0.80336, 	0.00000
0.15050,	0.61509,	0.67001, 	0.80282, 	0.00000
0.15100,	0.61317,	0.66872, 	0.79963, 	0.00000
0.15150,	0.61395,	0.66891, 	0.80140, 	0.00000
0.15200,	0.61031,	0.66527, 	0.79706, 	0.00000
0.15250,	0.60770,	0.66265, 	0.79375, 	0.00000
0.15300,	0.61045,	0.66538, 	0.79730, 	0.00000
0.15350,	0.61068,	0.66482, 	0.79843, 	0.00000
0.15400,	0.60969,	0.66403, 	0.79706, 	0.00000
0.15450,	0.60838,	0.66297, 	0.79519, 	0.00000
0.15500,	0.60646,	0.65966, 	0.79440, 	0.00000
0.15550,	0.60458,	0.65889, 	0.79090, 	0.00000
0.15600,	0.60372,	0.65821, 	0.78958, 	0.00000
0.15650,	0.60318,	0.65730, 	0.78957, 	0.00000
0.15700,	0.60352,	0.65765, 	0.79005, 	0.00000
0.15750,	0.60148,	0.65552, 	0.78754, 	0.00000
0.15800,	0.59864,	0.65191, 	0.78495, 	0.00000
0.15850,	0.59972,	0.65319, 	0.78618, 	0.00000
0.15900,	0.59768,	0.65053, 	0.78429, 	0.00000
0.15950,	0.59654,	0.65022, 	0.78206, 	0.00000
0.16000,	0.59746,	0.65083, 	0.78359, 	0.00000
0.16050,	0.59331,	0.64641, 	0.77884, 	0.00000
0.16100,	0.59464,	0.64794, 	0.78021, 	0.00000
0.16150,	0.59373,	0.64629, 	0.78007, 	0.00000
0.16200,	0.59244,	0.64499, 	0.77865, 	0.00000
0.16250,	0.59154,	0.64436, 	0.77706, 	0.00000
0.16300,	0.59008,	0.64213, 	0.77626, 	0.00000
0.16350,	0.59135,	0.64369, 	0.77764, 	0.00000
0.16400,	0.59050,	0.64224, 	0.77728, 	0.00000
0.16450,	0.58733,	0.63927, 	0.77318, 	0.00000
0.16500,	0.58568,	0.63812, 	0.77061, 	0.00000
0.16550,	0.58581,	0.63792, 	0.77119, 	0.00000
0.16600,	0.58497,	0.63673, 	0.77065, 	0.00000
0.16650,	0.58236,	0.63474, 	0.76675, 	0.00000
0.16700,	0.58122,	0.63348, 	0.76563, 	0.00000
0.16750,	0.58348,	0.63467, 	0.76967, 	0.00000
0.16800,	0.58248,	0.63383, 	0.76833, 	0.00000
0.16850,	0.57815,	0.62955, 	0.76284, 	0.00000
0.16900,	0.57574,	0.62723, 	0.75989, 	0.00000
0.16950,	0.57621,	0.62793, 	0.76028, 	0.00000
0.17000,	0.57626,	0.62702, 	0.76150, 	0.00000
0.17050,	0.57586,	0.62694, 	0.76064, 	0.00000
0.17100,	0.57604,	0.62645, 	0.76187, 	0.00000
0.17150,	0.57610,	0.62691, 	0.76157, 	0.00000
0.17200,	0.57223,	0.62336, 	0.75639, 	0.00000
0.17250,	0.56938,	0.62013, 	0.75340, 	0.00000
0.17300,	0.56983,	0.62003, 	0.75474, 	0.00000
0.17350,	0.56801,	0.61860, 	0.75206, 	0.00000
0.17400,	0.56663,	0.61705, 	0.75057, 	0.00000
0.17450,	0.56844,	0.61792, 	0.75400, 	0.00000
0.17500,	0.56840,	0.61879, 	0.75297, 	0.00000
0.17550,	0.56711,	0.61632, 	0.75280, 	0.00000
0.17600,	0.56401,	0.61445, 	0.74756, 	0.00000
0.17650,	0.56320,	0.61271, 	0.74784, 	0.00000
0.17700,	0.56540,	0.61505, 	0.75035, 	0.00000
0.17750,	0.56210,	0.61143, 	0.74677, 	0.00000
0.17800,	0.56048,	0.60995, 	0.74459, 	0.00000
0.17850,	0.55945,	0.60874, 	0.74376, 	0.00000
0.17900,	0.55981,	0.60928, 	0.74396, 	0.00000
0.17950,	0.55936,	0.60798, 	0.74459, 	0.00000
0.18000,	0.55568,	0.60462, 	0.73965, 	0.00000
0.18050,	0.55624,	0.60534, 	0.74025, 	0.00000
0.18100,	0.55352,	0.60230, 	0.73734, 	0.00000
0.18150,	0.55322,	0.60248, 	0.73648, 	0.00000
0.18200,	0.55433,	0.60300, 	0.73857, 	0.00000
0.18250,	0.55353,	0.60178, 	0.73821, 	0.00000
0.18300,	0.54907,	0.59795, 	0.73206, 	0.00000
0.18350,	0.55073,	0.59940, 	0.73437, 	0.00000
0.18400,	0.54794,	0.59586, 	0.73203, 	0.00000
0.18450,	0.54838,	0.59644, 	0.73245, 	0.00000
0.18500,	0.54878,	0.59616, 	0.73390, 	0.00000
0.18550,	0.54693,	0.59498, 	0.73074, 	0.00000
0.18600,	0.54388,	0.59255, 	0.72640, 	0.00000
0.18650,	0.54257,	0.59007, 	0.72634, 	0.00000
0.18700,	0.54540,	0.59226, 	0.73066, 	0.00000
0.18750,	0.54457,	0.59157, 	0.72949, 	0.00000
0.18800,	0.54070,	0.58801, 	0.72446, 	0.00000
0.18850,	0.54176,	0.58863, 	0.72636, 	0.00000
0.18900,	0.54094,	0.58790, 	0.72526, 	0.00000
0.18950,	0.54145,	0.58849, 	0.72590, 	0.00000
0.19000,	0.53825,	0.58543, 	0.72179, 	0.00000
0.19050,	0.53744,	0.58428, 	0.72137, 	0.00000
0.19100,	0.53374,	0.58028, 	0.71737, 	0.00000
0.19150,	0.53542,	0.58231, 	0.71903, 	0.00000
0.19200,	0.53579,	0.58187, 	0.72059, 	0.00000
0.19250,	0.53085,	0.57670, 	0.71495, 	0.00000
0.19300,	0.53199,	0.57785, 	0.71635, 	0.00000
0.19350,	0.52905,	0.57560, 	0.71188, 	0.00000
0.19400,	0.53000,	0.57631, 	0.71342, 	0.00000
0.19450,	0.52856,	0.57475, 	0.71193, 	0.00000
0.19500,	0.53039,	0.57553, 	0.71566, 	0.00000
0.19550,	0.52698,	0.57209, 	0.71151, 	0.00000
0.19600,	0.52716,	0.57231, 	0.71187, 	0.00000
0.19650,	0.52611,	0.57131, 	0.71058, 	0.00000
0.19700,	0.52425,	0.56986, 	0.70778, 	0.00000
0.19750,	0.52329,	0.56860, 	0.70707, 	0.00000
0.19800,	0.52355,	0.56814, 	0.70843, 	0.00000
0.19850,	0.52008,	0.56490, 	0.70393, 	0.00000
0.19900,	0.52104,	0.56600, 	0.70504, 	0.00000
0.19950,	0.52181,	0.56619, 	0.70672, 	0.00000
0.20000,	0.51686,	0.56177, 	0.70007, 	0.00000
0.20050,	0.51716,	0.56186, 	0.70080, 	0.00000
0.20100,	0.51502,	0.56008, 	0.69780, 	0.00000
0.20150,	0.51480,	0.55888, 	0.69886, 	0.00000
0.20200,	0.51485,	0.55903, 	0.69895, 	0.00000
0.20250,	0.51094,	0.55560, 	0.69356, 	0.00000
0.20300,	0.51152,	0.55528, 	0.69563, 	0.00000
0.20350,	0.51305,	0.55688, 	0.69739, 	0.00000
0.20400,	0.50972,	0.55384, 	0.69305, 	0.00000
0.20450,	0.51162,	0.55494, 	0.69655, 	0.00000
0.20500,	0.50782,	0.55113, 	0.69208, 	0.00000
0.20550,	0.50689,	0.55039, 	0.69069, 	0.00000
0.20600,	0.50767,	0.55084, 	0.69215, 	0.00000
0.20650,	0.50502,	0.54879, 	0.68807, 	0.00000
0.20700,	0.50279,	0.54631, 	0.68586, 	0.00000
0.20750,	0.50466,	0.54782, 	0.68862, 	0.00000
0.20800,	0.50310,	0.54600, 	0.68722, 	0.00000
0.20850,	0.50065,	0.54352, 	0.68440, 	0.00000
0.20900,	0.49967,	0.54233, 	0.68360, 	0.00000
0.20950,	0.49973,	0.54234, 	0.68369, 	0.00000
0.21000,	0.49712,	0.54031, 	0.67984, 	0.00000
0.21050,	0.49710,	0.53965, 	0.68072, 	0.00000
0.21100,	0.49752,	0.53985, 	0.68161, 	0.00000
0.21150,	0.50079,	0.54240, 	0.68673, 	0.00000
0.21200,	0.49500,	0.53704, 	0.67912, 	0.00000
0.21250,	0.49543,	0.53800, 	0.67896, 	0.00000
0.21300,	0.49615,	0.53804, 	0.68085, 	0.00000
0.21350,	0.49211,	0.53446, 	0.67537, 	0.00000
0.21400,	0.49338,	0.53499, 	0.67810, 	0.00000
0.21450,	0.49470,	0.53605, 	0.68012, 	0.00000
0.21500,	0.48999,	0.53163, 	0.67400, 	0.00000
0.21550,	0.48973,	0.53172, 	0.67327, 	0.00000
0.21600,	0.48762,	0.52880, 	0.67191, 	0.00000
0.21650,	0.48790,	0.52894, 	0.67253, 	0.00000
0.21700,	0.48830,	0.52927, 	0.67313, 	0.00000
0.21750,	0.48511,	0.52688, 	0.66830, 	0.00000
0.21800,	0.48605,	0.52741, 	0.67005, 	0.00000
0.21850,	0.48222,	0.52334, 	0.66595, 	0.00000
0.21900,	0.48482,	0.52543, 	0.66984, 	0.00000
0.21950,	0.47928,	0.52073, 	0.66194, 	0.00000
0.22000,	0.48500,	0.52455, 	0.67187, 	0.00000
0.22050,	0.48173,	0.52181, 	0.66709, 	0.00000
0.22100,	0.47801,	0.51879, 	0.66158, 	0.00000
0.22150,	0.47837,	0.51901, 	0.66236, 	0.00000
